molecule_chembl_id,smiles,scaffold,IC50,std_units,pIC50,alogp,hba,hbd,full_mwt,num_ro5_violations,psa,heavy_atoms,document_chembl_id,framework,scaffold_idx
CHEMBL4175084,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(CO)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,759.0,nM,6.11975822410452,4.37,8,2,494.64,0,83.23,36,CHEMBL4130634,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4205107,COc1cc2c(NCCO)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2ccc3ccc(OCCCN4CCCC4)cc3n2)c1,781.0,nM,6.1073489661227,4.08,7,2,425.53,0,79.99,31,CHEMBL4190398,c1coc(-c2ccc3ccc(OCCCN4CCCC4)cc3n2)c1,17
CHEMBL4872188,COc1cc2c(NCc3ccc(C(=O)NO)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(CNc2cc(-c3ccco3)nc3cc(OCCCN4CCCC4)ccc23)cc1,795.0,nM,6.0996328713435295,5.41,8,3,530.63,2,109.09,39,CHEMBL4834403,c1ccc(CNc2cc(-c3ccco3)nc3cc(OCCCN4CCCC4)ccc23)cc1,16
CHEMBL4207483,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCC(F)C1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,833.0,nM,6.079354998593212,5.13,7,1,496.63,1,63.0,36,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4163369,COc1cc2c(NC3CCN(C)CC3)cc(C)nc2cc1OCCCN1CCCC1,c1cc(NC2CCNCC2)c2ccc(OCCCN3CCCC3)cc2n1,929.0,nM,6.031984286006358,3.92,6,1,412.58,0,49.86,30,CHEMBL4130634,c1cc(NC2CCNCC2)c2ccc(OCCCN3CCCC3)cc2n1,21
CHEMBL4162967,COc1cc2c(NC3CCN(C)CC3)cc(N3CCN(C)CC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)cc(N3CCNCC3)nc2cc1OCCCN1CCCC1,945.0,nM,6.0245681914907365,3.37,8,1,496.7,0,56.34,36,CHEMBL4130634,c1cc2c(NC3CCNCC3)cc(N3CCNCC3)nc2cc1OCCCN1CCCC1,132
CHEMBL4210955,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3ccc(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,950.0,nM,6.022276394711152,5.17,6,1,448.61,1,53.77,33,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4177036,COc1cc2c(NC3CCN(C)CC3)cc(C3=CCOCC3)nc2cc1OCCCN1CCCC1,C1=C(c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)CCOC1,957.0,nM,6.019088062223156,4.42,7,1,480.65,0,59.09,35,CHEMBL4130634,C1=C(c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)CCOC1,131
CHEMBL4161915,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccn(C)n3)nc2cc1OCCCN1CCCC1,c1cc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)n[nH]1,969.0,nM,6.013676222949234,4.01,8,1,478.64,0,67.68,35,CHEMBL4130634,c1cc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)n[nH]1,130
CHEMBL4173662,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccoc3)nc2cc1OCCCN1CCCC1,c1cc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)co1,978.0,nM,6.009661145212398,4.87,7,1,464.61,0,63.0,34,CHEMBL4130634,c1cc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)co1,129
CHEMBL4211622,COc1cc2c(NC3CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1030.0,nM,5.987162775294828,5.25,6,1,421.54,1,59.76,31,CHEMBL4190398,c1coc(-c2cc(NC3CC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,128
CHEMBL4174724,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccccc3)nc2cc1OCCCN1CCCC1,c1ccc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)cc1,1050.0,nM,5.978810700930062,5.28,6,1,474.65,1,49.86,35,CHEMBL4130634,c1ccc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)cc1,15
CHEMBL4166777,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(-c4ccccc4)o3)nc2cc1OCCCN1CCCC1,c1ccc(-c2ccc(-c3cc(NC4CCNCC4)c4ccc(OCCCN5CCCC5)cc4n3)o2)cc1,1050.0,nM,5.978810700930062,6.54,7,1,540.71,2,63.0,40,CHEMBL4130634,c1ccc(-c2ccc(-c3cc(NC4CCNCC4)c4ccc(OCCCN5CCCC5)cc4n3)o2)cc1,127
CHEMBL4174677,COc1cc2c(NC3CCN(C)CC3)cc(-c3cc4ccccc4o3)nc2cc1OCCCN1CCCC1,c1ccc2oc(-c3cc(NC4CCNCC4)c4ccc(OCCCN5CCCC5)cc4n3)cc2c1,1070.0,nM,5.97061622231479,6.03,7,1,514.67,2,63.0,38,CHEMBL4130634,c1ccc2oc(-c3cc(NC4CCNCC4)c4ccc(OCCCN5CCCC5)cc4n3)cc2c1,126
CHEMBL4212375,CNC(=O)CCNc1cc(-c2ccc(C)o2)nc2cc(OCCCN3CCCC3)c(OC)cc12,c1coc(-c2ccc3ccc(OCCCN4CCCC4)cc3n2)c1,1080.0,nM,5.96657624451305,4.22,7,2,466.58,0,88.86,34,CHEMBL4190398,c1coc(-c2ccc3ccc(OCCCN4CCCC4)cc3n2)c1,17
CHEMBL4876993,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(-c3ccc(C)o3)nc2cc1OCC1CCNCC1,c1cnc(N2CCC(CNc3cc(-c4ccco4)nc4cc(OCC5CCNCC5)ccc34)CC2)nc1,1140.0,nM,5.943095148663527,4.43,11,4,601.71,2,146.9,44,CHEMBL4834403,c1cnc(N2CCC(CNc3cc(-c4ccco4)nc4cc(OCC5CCNCC5)ccc34)CC2)nc1,125
CHEMBL4852593,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1cnc(N2CCC(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)nc1,1160.0,nM,5.935542010773082,4.91,11,3,615.74,2,138.11,45,CHEMBL4834403,c1cnc(N2CCC(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)nc1,124
CHEMBL4162957,COc1cc2c(NC3CCN(C)CC3)cc(-c3cc[nH]c(=O)c3)nc2cc1OCCCN1CCCC1,O=c1cc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)cc[nH]1,1250.0,nM,5.903089986991944,3.97,7,2,491.64,0,82.72,36,CHEMBL4130634,O=c1cc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)cc[nH]1,123
CHEMBL4167876,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(CN(C)C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1270.0,nM,5.896196279044043,4.94,8,1,521.71,1,66.24,38,CHEMBL4130634,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4217087,COc1cc2c(N(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1320.0,nM,5.8794260687941495,5.21,7,0,492.66,1,54.21,36,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4166410,COc1cc2c(NC3CCN(C)CC3)cc(C3CCC(C)O3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)cc(C3CCCO3)nc2cc1OCCCN1CCCC1,1370.0,nM,5.863279432843593,4.85,7,1,482.67,0,59.09,35,CHEMBL4130634,c1cc2c(NC3CCNCC3)cc(C3CCCO3)nc2cc1OCCCN1CCCC1,122
CHEMBL4164497,COc1cc2c(NC3CCN(C)CC3)cc(-c3cccnc3)nc2cc1OCCCN1CCCC1,c1cncc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1410.0,nM,5.85078088734462,4.68,7,1,475.64,0,62.75,35,CHEMBL4130634,c1cncc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,120
CHEMBL4850038,COc1cc2c(NCc3ccc([C@H]4CC[C@@H](C(=O)NO)CC4)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCc3ccc(C4CCCCC4)cc3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1431.0,nM,5.844360366240224,7.07,8,3,612.77,2,109.09,45,CHEMBL4834403,c1coc(-c2cc(NCc3ccc(C4CCCCC4)cc3)c3ccc(OCCCN4CCCC4)cc3n2)c1,6
CHEMBL552309,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,c1ncc2ccn([C@H]3CCCO3)c2n1,1500.0,nM,5.823908740944319,-0.83,10,5,383.43,0,169.74,26,CHEMBL1151871,c1ncc2ccn(C3CCCO3)c2n1,5
CHEMBL4164446,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C#N)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1600.0,nM,5.795880017344075,4.75,8,1,489.62,0,86.79,36,CHEMBL4130634,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL318782,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,O=C1C=CC(=O)c2ccccc21,1600.0,nM,5.795880017344075,2.75,2,0,227.05,0,34.14,14,CHEMBL3414469,O=C1C=CC(=O)c2ccccc21,108
CHEMBL4876823,COc1cc2nc(-c3ccc(C)o3)cc(NCC3C4CCC3CN(c3ncc(C(=O)NO)cn3)C4)c2cc1OC,c1cnc(N2CC3CCC(C2)C3CNc2cc(-c3ccco3)nc3ccccc23)nc1,1680.0,nM,5.774690718274137,4.3,10,3,544.61,1,134.87,40,CHEMBL4834403,c1cnc(N2CC3CCC(C2)C3CNc2cc(-c3ccco3)nc3ccccc23)nc1,119
CHEMBL4216799,COc1cc2c(NC3CCCC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1790.0,nM,5.747146969020107,6.03,6,1,449.6,1,59.76,33,CHEMBL4190398,c1coc(-c2cc(NC3CCCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,118
CHEMBL4206071,COc1cc2c(OC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(OC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1870.0,nM,5.7281583934635005,5.15,7,0,479.62,1,60.2,35,CHEMBL4190398,c1coc(-c2cc(OC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,117
CHEMBL2349526,Nc1ncnc2c1c(Br)cn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,c1ncc2ccn([C@H]3CCCO3)c2n1,1900.0,nM,5.721246399047171,-0.07,10,5,462.33,0,169.74,27,CHEMBL2346640,c1ncc2ccn(C3CCCO3)c2n1,5
CHEMBL1231795,COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,2010.0,nM,5.696803942579511,5.84,7,1,509.74,2,62.75,37,CHEMBL4130634,c1cc2c(NC3CCNCC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,116
CHEMBL4878570,O=C(NO)C1CCN(CC(O)COC(Cn2c3ccccc3c3ccccc32)Cn2c3ccccc3c3ccccc32)CC1,c1ccc2c(c1)c1ccccc1n2CC(Cn1c2ccccc2c2ccccc21)OCCCN1CCCCC1,2020.0,nM,5.694648630553376,5.57,7,3,590.72,2,91.89,44,CHEMBL4818986,c1ccc2c(c1)c1ccccc1n2CC(Cn1c2ccccc2c2ccccc21)OCCCN1CCCCC1,78
CHEMBL4863011,COc1cc2c(NC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(C)nc2cc1OCCCN1CCCC1,c1cnc(N2CCC(Nc3ccnc4cc(OCCCN5CCCC5)ccc34)CC2)nc1,2040.0,nM,5.690369832574101,3.41,10,3,535.65,1,124.97,39,CHEMBL4834403,c1cnc(N2CCC(Nc3ccnc4cc(OCCCN5CCCC5)ccc34)CC2)nc1,114
CHEMBL4214834,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC(F)(F)F)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,2080.0,nM,5.681936665037238,6.07,7,1,532.61,2,63.0,38,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4856110,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,c1cnc(N2CCC(CNc3cc(-c4ccco4)nc4ccccc34)CC2)nc1,2160.0,nM,5.665546248849069,4.06,10,3,518.57,1,134.87,38,CHEMBL4834403,c1cnc(N2CCC(CNc3cc(-c4ccco4)nc4ccccc34)CC2)nc1,113
CHEMBL4170228,COc1cc2c(NC3CCN(C)CC3)nc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2nc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,2250.0,nM,5.647817481888637,4.58,8,1,479.63,0,75.89,35,CHEMBL4130634,c1coc(-c2nc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,112
CHEMBL4856508,COc1cc2c(NCc3ccc([C@H]4CC[C@H](C(=O)NO)CC4)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCc3ccc(C4CCCCC4)cc3)c3ccc(OCCCN4CCCC4)cc3n2)c1,2270.0,nM,5.6439741428068775,7.07,8,3,612.77,2,109.09,45,CHEMBL4834403,c1coc(-c2cc(NCc3ccc(C4CCCCC4)cc3)c3ccc(OCCCN4CCCC4)cc3n2)c1,6
CHEMBL4171275,COc1cc(NC2CCN(C)CC2)c2cc(OC)c(OCCCN3CCCC3)cc2n1,c1cc(NC2CCNCC2)c2ccc(OCCCN3CCCC3)cc2n1,2290.0,nM,5.6401645176601125,3.62,7,1,428.58,0,59.09,31,CHEMBL4130634,c1cc(NC2CCNCC2)c2ccc(OCCCN3CCCC3)cc2n1,21
CHEMBL4866673,COc1cc2c(NCc3ccc(-c4ccc(C(=O)NO)cc4)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(-c2ccc(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)cc2)cc1,2570.0,nM,5.590066876668706,7.07,8,3,606.72,2,109.09,45,CHEMBL4834403,c1ccc(-c2ccc(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)cc2)cc1,111
CHEMBL4855461,COc1cc2nc(-c3ccc(C)o3)cc(N[C@H]3CC[C@@H](C(=O)NO)CC3)c2cc1OC,c1coc(-c2cc(NC3CCCCC3)c3ccccc3n2)c1,2660.0,nM,5.575118363368933,4.3,7,3,425.49,0,105.85,31,CHEMBL4834403,c1coc(-c2cc(NC3CCCCC3)c3ccccc3n2)c1,19
CHEMBL4849689,COc1cc2c(NCC3CCC(c4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(C2CCC(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,2760.0,nM,5.559090917934782,7.18,8,3,612.77,2,109.09,45,CHEMBL4834403,c1ccc(C2CCC(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,110
CHEMBL4862781,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCC(C(=O)NO)CC3)c2cc1OC,c1coc(-c2cc(NCC3CCCCC3)c3ccccc3n2)c1,2850.0,nM,5.54515513999149,4.54,7,3,439.51,0,105.85,32,CHEMBL4834403,c1coc(-c2cc(NCC3CCCCC3)c3ccccc3n2)c1,109
CHEMBL4454542,COc1cc2c(cc1OCCCN1CCCC1)N=C(C1CCCCC1)CN=C2NC1CCN(C(C)C)CC1,c1cc2c(cc1OCCCN1CCCC1)N=C(C1CCCCC1)CN=C2NC1CCNCC1,3100.0,nM,5.508638306165727,5.44,7,1,523.77,2,61.69,38,CHEMBL4400539,c1cc2c(cc1OCCCN1CCCC1)N=C(C1CCCCC1)CN=C2NC1CCNCC1,107
CHEMBL3414630,CCN(CC)CCNC(=O)c1ccc(NCCCCCCCCCCCCN2C(=O)c3ccccc3C2=O)cc1,O=C1c2ccccc2C(=O)N1CCCCCCCCCCCCNc1ccccc1,4000.0,nM,5.3979400086720375,6.37,5,2,548.77,2,81.75,40,CHEMBL3414469,O=C1c2ccccc2C(=O)N1CCCCCCCCCCCCNc1ccccc1,79
CHEMBL4856550,COc1cc2nc(-c3ccc(C)o3)cc(N[C@H]3CC[C@H](C(=O)NO)CC3)c2cc1OC,c1coc(-c2cc(NC3CCCCC3)c3ccccc3n2)c1,4180.0,nM,5.3788237182249645,4.3,7,3,425.49,0,105.85,31,CHEMBL4834403,c1coc(-c2cc(NC3CCCCC3)c3ccccc3n2)c1,19
CHEMBL4167925,COc1cc2c(NC3CCN(C)CC3)cc(C3CCOCC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)cc(C3CCOCC3)nc2cc1OCCCN1CCCC1,4420.0,nM,5.354577730650908,4.51,7,1,482.67,0,59.09,35,CHEMBL4130634,c1cc2c(NC3CCNCC3)cc(C3CCOCC3)nc2cc1OCCCN1CCCC1,72
CHEMBL4863394,COc1cc2nc(-c3ccc(C)o3)cc(NCc3ccc(C(=O)NO)cc3)c2cc1OC,c1ccc(CNc2cc(-c3ccco3)nc3ccccc23)cc1,5400.0,nM,5.267606240177031,4.55,7,3,433.46,0,105.85,32,CHEMBL4834403,c1ccc(CNc2cc(-c3ccco3)nc3ccccc23)cc1,77
CHEMBL4862662,COc1cc2nc(-c3ccc(C)o3)cc(NC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,c1cnc(N2CCC(Nc3cc(-c4ccco4)nc4ccccc34)CC2)nc1,7140.0,nM,5.146301788223825,3.81,10,3,504.55,1,134.87,37,CHEMBL4834403,c1cnc(N2CCC(Nc3cc(-c4ccco4)nc4ccccc34)CC2)nc1,48
CHEMBL552246,Nc1ncnc2c1nnn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O,c1ncc2nnn([C@H]3CCCO3)c2n1,8000.0,nM,5.096910013008056,-2.04,12,5,385.41,1,195.52,26,CHEMBL1151871,c1ncc2nnn(C3CCCO3)c2n1,46
CHEMBL4854659,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(c4ccc(C(=O)NO)cn4)CC3)c2cc1OC,c1ccc(N2CCC(CNc3cc(-c4ccco4)nc4ccccc34)CC2)nc1,8410.0,nM,5.075204004202088,4.66,9,3,517.59,1,121.98,38,CHEMBL4834403,c1ccc(N2CCC(CNc3cc(-c4ccco4)nc4ccccc34)CC2)nc1,44
CHEMBL3126646,Cc1cc(Nc2cccc(NC(=O)c3cccc(Nc4ccnc5ccccc45)c3)c2)nc(N)n1,O=C(Nc1cccc(Nc2ccncn2)c1)c1cccc(Nc2ccnc3ccccc23)c1,9000.0,nM,5.045757490560675,5.65,7,4,461.53,1,117.85,35,CHEMBL3124813,O=C(Nc1cccc(Nc2ccncn2)c1)c1cccc(Nc2ccnc3ccccc23)c1,43
CHEMBL2336409,Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1,O=C(Nc1ccc(Nc2ccncn2)cc1)c1ccc(Nc2ccnc3ccccc23)cc1,11220.0,nM,4.950007143079858,5.65,7,4,461.53,1,117.85,35,CHEMBL2331328,O=C(Nc1ccc(Nc2ccncn2)cc1)c1ccc(Nc2ccnc3ccccc23)cc1,42
CHEMBL3414633,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(O)c3ccccc23)ccc1Cl,O=S(=O)(Nc1cccc2ccccc12)c1ccccc1,12000.0,nM,4.920818753952375,3.91,5,2,378.79,0,109.54,25,CHEMBL3414469,O=S(=O)(Nc1cccc2ccccc12)c1ccccc1,37
CHEMBL3126648,Cc1cc(Nc2ccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)cc2)nc(N)n1,O=C(Nc1ccc(Nc2ccncn2)cc1)c1ccccc1Nc1ccnc2ccccc12,12300.0,nM,4.910094888560602,5.65,7,4,461.53,1,117.85,35,CHEMBL3124813,O=C(Nc1ccc(Nc2ccncn2)cc1)c1ccccc1Nc1ccnc2ccccc12,40
CHEMBL4554522,COc1ccc(CN2CCC(Nc3nc(Nc4ccc(NC(=O)CCCCCCC(=O)NO)cc4)nc4cc(OC)c(OC)cc34)CC2)cc1,c1ccc(CN2CCC(Nc3nc(Nc4ccccc4)nc4ccccc34)CC2)cc1,14000.0,nM,4.853871964321762,6.26,11,5,685.83,3,159.2,50,CHEMBL4311997,c1ccc(CN2CCC(Nc3nc(Nc4ccccc4)nc4ccccc34)CC2)cc1,39
CHEMBL3414632,CC(=O)NCCc1ccc(O)c(-c2cc3c(c(O)c2O)C(=O)c2cc(O)c(C(=O)O)c(C(=O)O)c2C3=O)c1,O=C1c2ccccc2C(=O)c2cc(-c3ccccc3)ccc21,19000.0,nM,4.721246399047171,2.03,9,7,521.43,2,218.76,38,CHEMBL3414469,O=C1c2ccccc2C(=O)c2cc(-c3ccccc3)ccc21,38
CHEMBL3109084,O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ncccc1[N+](=O)[O-],c1ccc(SNCCc2c[nH]c3ccccc23)nc1,20000.0,nM,4.698970004336019,2.76,6,3,358.38,0,121.15,25,CHEMBL3108732,c1ccc(SNCCc2c[nH]c3ccccc23)nc1,30
CHEMBL3414631,O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)C=CC1=O,O=C1C=CC(=O)N1CCc1c[nH]c2ccccc12,20000.0,nM,4.698970004336019,1.09,3,2,284.27,0,90.47,21,CHEMBL3414469,O=C1C=CC(=O)N1CCc1c[nH]c2ccccc12,31
CHEMBL2063048,O=C1N=C(NCc2ccco2)NCN1,O=C1N=C(NCc2ccco2)NCN1,22000.0,nM,4.657577319177793,0.0,4,3,194.19,0,78.66,14,CHEMBL2062450,O=C1N=C(NCc2ccco2)NCN1,34
CHEMBL4640870,O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1,O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1,27200.0,nM,4.565431095965801,2.2,10,0,458.59,0,83.7,30,CHEMBL4602737,O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1,35
CHEMBL3126653,Nc1ccc(NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)cc1,O=C(Nc1ccccc1)c1ccc(Nc2ccnc3ccccc23)cc1,27900.0,nM,4.554395796726403,4.81,4,3,354.41,0,80.04,27,CHEMBL3124813,O=C(Nc1ccccc1)c1ccc(Nc2ccnc3ccccc23)cc1,49
CHEMBL4649221,Cc1ccc2c(n1)N(CC(=O)Nc1ccc3c(c1)OCO3)CC(c1nc(-c3cccc(F)c3)no1)C2=O,O=C(CN1CC(c2nc(-c3ccccc3)no2)C(=O)c2cccnc21)Nc1ccc2c(c1)OCO2,28500.0,nM,4.54515513999149,3.73,9,1,501.47,1,119.68,37,CHEMBL4602737,O=C(CN1CC(c2nc(-c3ccccc3)no2)C(=O)c2cccnc21)Nc1ccc2c(c1)OCO2,41
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,O=c1c(-c2ccccc2)coc2ccccc12,30000.0,nM,4.522878745280337,2.58,5,3,270.24,0,90.9,20,CHEMBL3414469,O=c1c(-c2ccccc2)coc2ccccc12,51
CHEMBL3126651,O=C(Nc1ccc(Nc2ccnc3ccccc23)cc1)c1ccc(Nc2ccnc3ccccc23)cc1,O=C(Nc1ccc(Nc2ccnc3ccccc23)cc1)c1ccc(Nc2ccnc3ccccc23)cc1,33000.0,nM,4.481486060122113,7.52,5,3,481.56,1,78.94,37,CHEMBL3124813,O=C(Nc1ccc(Nc2ccnc3ccccc23)cc1)c1ccc(Nc2ccnc3ccccc23)cc1,65
CHEMBL3126644,Cc1cc(Nc2ccccc2NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)nc(N)n1,O=C(Nc1ccccc1Nc1ccncn1)c1ccc(Nc2ccnc3ccccc23)cc1,35000.0,nM,4.455931955649724,5.65,7,4,461.53,1,117.85,35,CHEMBL3124813,O=C(Nc1ccccc1Nc1ccncn1)c1ccc(Nc2ccnc3ccccc23)cc1,76
CHEMBL3126649,Cc1cc(Nc2cccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)c2)nc(N)n1,O=C(Nc1cccc(Nc2ccncn2)c1)c1ccccc1Nc1ccnc2ccccc12,38600.0,nM,4.413412695328245,5.65,7,4,461.53,1,117.85,35,CHEMBL3124813,O=C(Nc1cccc(Nc2ccncn2)c1)c1ccccc1Nc1ccnc2ccccc12,75
CHEMBL3109085,O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],c1ccc(SNCCc2c[nH]c3ccccc23)cc1,40000.0,nM,4.3979400086720375,3.28,7,3,402.39,0,151.4,28,CHEMBL3108732,c1ccc(SNCCc2c[nH]c3ccccc23)cc1,74
CHEMBL563946,Nc1ccnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O,c1cnc2c(c1)ncn2[C@H]1CCCO1,45000.0,nM,4.346787486224656,-0.83,10,5,383.43,0,169.74,26,CHEMBL1151871,c1cnc2c(c1)ncn2C1CCCO1,50
