molecule_chembl_id,smiles,scaffold,IC50,std_units,pIC50,alogp,hba,hbd,full_mwt,num_ro5_violations,psa,heavy_atoms,document_chembl_id
CHEMBL4741567,CNc1cc(C)nc(Nc2ccc(C)c(C3=CCNCCC3)c2)n1,C1=C(c2cccc(Nc3ncccn3)c2)CCCNC1,14.2,nM,7.847711655616943,3.65,5.0,3.0,323.44,0.0,61.87,24.0,CHEMBL4725338
CHEMBL576781,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1OCCCN(C)C,c1ccc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2c1,15.0,nM,7.823908740944319,2.62,9.0,1.0,485.68,0.0,69.23,35.0,CHEMBL1154694
CHEMBL4174724,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccccc3)nc2cc1OCCCN1CCCC1,c1ccc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)cc1,15.0,nM,7.823908740944319,5.28,6.0,1.0,474.65,1.0,49.86,35.0,CHEMBL4130634
CHEMBL4206035,COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OCCCN4CCCC4)cc3n2)c1,15.0,nM,7.823908740944319,5.96,7.0,1.0,518.70,2.0,63.00,38.0,CHEMBL4190398
CHEMBL4175084,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(CO)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,15.0,nM,7.823908740944319,4.37,8.0,2.0,494.64,0.0,83.23,36.0,CHEMBL4130634
CHEMBL4461224,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1CCCN(C)C,c1ccc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2c1,15.0,nM,7.823908740944319,2.78,8.0,1.0,469.68,0.0,60.00,34.0,CHEMBL4346750
CHEMBL4752510,CNc1cc(C)nc(Nc2ccc(OC)c(C3=CCN(C)CCC3)c2)n1,C1=C(c2cccc(Nc3ncccn3)c2)CCCNC1,15.1,nM,7.82102305270683,3.69,6.0,2.0,353.47,0.0,62.31,26.0,CHEMBL4725338
CHEMBL4783331,CNc1cc(C)nc(Nc2ccc(C#N)c(C3=CCNCCC3)c2)n1,C1=C(c2cccc(Nc3ncccn3)c2)CCCNC1,15.2,nM,7.818156412055227,3.21,6.0,3.0,334.43,0.0,85.66,25.0,CHEMBL4725338
CHEMBL4208004,COc1cc2c(NCC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,16.0,nM,7.795880017344075,5.43,7.0,1.0,492.66,1.0,63.00,36.0,CHEMBL4190398
CHEMBL1829300,COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCCCC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)nc(N3CCCCC3)nc2cc1OCCCN1CCCC1,16.0,nM,7.795880017344075,4.78,8.0,1.0,510.73,1.0,65.99,37.0,CHEMBL1828613
CHEMBL4759665,CNc1cc(C)nc(Nc2ccc(OC)c(OCCCN3CCCC3)c2)n1,c1cnc(Nc2cccc(OCCCN3CCCC3)c2)nc1,16.9,nM,7.772113295386326,3.44,7.0,2.0,371.49,0.0,71.54,27.0,CHEMBL4725338
CHEMBL4167925,COc1cc2c(NC3CCN(C)CC3)cc(C3CCOCC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)cc(C3CCOCC3)nc2cc1OCCCN1CCCC1,17.0,nM,7.769551078621726,4.51,7.0,1.0,482.67,0.0,59.09,35.0,CHEMBL4130634
CHEMBL4212905,CCc1ccc(-c2cc(NCC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NCC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,18.0,nM,7.7447274948966935,5.68,7.0,1.0,506.69,2.0,63.00,37.0,CHEMBL4190398
CHEMBL3109638,COc1cc2c(cc1OCCCN1CC[C@H](F)C1)N=C(N)C21CCC1,C1=Nc2cc(OCCCN3CCCC3)ccc2C12CCC2,18.0,nM,7.7447274948966935,2.93,5.0,1.0,347.43,0.0,60.08,25.0,CHEMBL3108684
CHEMBL1829301,COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCCCCC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)nc(N3CCCCCC3)nc2cc1OCCCN1CCCC1,20.0,nM,7.698970004336019,5.17,8.0,1.0,524.75,2.0,65.99,38.0,CHEMBL1828613
CHEMBL4467219,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1CCCN1CCCC1,c1cc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2cc1CCCN1CCCC1,21.0,nM,7.6777807052660805,3.31,8.0,1.0,495.72,0.0,60.00,36.0,CHEMBL4346750
CHEMBL4216663,COc1cc2c(NCC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCC3C4CCC3CNC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,21.0,nM,7.6777807052660805,5.68,7.0,1.0,518.70,2.0,63.00,38.0,CHEMBL4190398
CHEMBL4210033,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCCC4)cc3n2)c1,21.0,nM,7.6777807052660805,5.83,7.0,1.0,506.69,2.0,63.00,37.0,CHEMBL4190398
CHEMBL1829303,COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCOCCN(C)C,c1ccc2c(NC3CCNCC3)nc(C3CCCCC3)nc2c1,21.0,nM,7.6777807052660805,4.93,8.0,1.0,513.73,1.0,71.98,37.0,CHEMBL1828613
CHEMBL4162911,COc1cc2c(NC3CCN(C4CC4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCN(C4CC4)CC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,22.0,nM,7.657577319177793,5.72,7.0,1.0,504.68,2.0,63.00,37.0,CHEMBL4130634
CHEMBL1829296,COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCCN(C4CCCCC4)CC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)nc(N3CCCN(C4CCCCC4)CC3)nc2cc1OCCCN1CCCC1,22.0,nM,7.657577319177793,5.63,9.0,1.0,607.89,2.0,69.23,44.0,CHEMBL1828613
CHEMBL4454542,COc1cc2c(cc1OCCCN1CCCC1)N=C(C1CCCCC1)CN=C2NC1CCN(C(C)C)CC1,c1cc2c(cc1OCCCN1CCCC1)N=C(C1CCCCC1)CN=C2NC1CCNCC1,23.0,nM,7.638272163982407,5.44,7.0,1.0,523.77,2.0,61.69,38.0,CHEMBL4400539
CHEMBL4176464,CCc1ccc(-c2cc(NC3CCN(C4CC4)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCN(C4CC4)CC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,24.0,nM,7.619788758288394,5.97,7.0,1.0,518.70,2.0,63.00,38.0,CHEMBL4130634
CHEMBL4286398,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(CC4CCCCC4)CC3)c2cc1OC,c1ccc2c(NC3CCN(CC4CCCCC4)CC3)nc(N3CCNCC3)nc2c1,25.0,nM,7.6020599913279625,3.86,8.0,1.0,482.67,0.0,65.99,35.0,CHEMBL4261502
CHEMBL4855710,COc1cc2c(NC3CCN(c4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(N2CCC(Nc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,25.0,nM,7.6020599913279625,5.88,9.0,3.0,599.73,2.0,112.33,44.0,CHEMBL4834403
CHEMBL2441079,COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CC(F)(F)C(F)(F)C3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)nc(N3CCCC3)nc2cc1OCCCN1CCCC1,26.0,nM,7.585026652029182,4.88,8.0,1.0,568.66,1.0,65.99,40.0,CHEMBL2440019
CHEMBL4166410,COc1cc2c(NC3CCN(C)CC3)cc(C3CCC(C)O3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)cc(C3CCCO3)nc2cc1OCCCN1CCCC1,27.0,nM,7.568636235841012,4.85,7.0,1.0,482.67,0.0,59.09,35.0,CHEMBL4130634
CHEMBL4753571,CNc1cc(C)nc(Nc2ccc(OC)c(C3CCCNCC3)c2)n1,c1cnc(Nc2cccc(C3CCCNCC3)c2)nc1,28.2,nM,7.549750891680639,3.44,6.0,3.0,341.46,0.0,71.10,25.0,CHEMBL4725338
CHEMBL4287643,COc1cc2nc(N3CCN(C)CC3)cc(NC3CCN(C)CC3)c2cc1OC,c1ccc2c(NC3CCNCC3)cc(N3CCNCC3)nc2c1,30.0,nM,7.522878745280337,2.51,7.0,1.0,399.54,0.0,53.10,29.0,CHEMBL4261502
CHEMBL4464846,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1CCCN(C)CCO,c1ccc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2c1,30.0,nM,7.522878745280337,2.14,9.0,2.0,499.70,0.0,80.23,36.0,CHEMBL4346750
CHEMBL3621580,COc1cc2nc(N3CCN(C)CC3)cc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3cc(N4CCNCC4)nc4ccccc34)CC2)cc1,31.0,nM,7.508638306165727,4.08,7.0,1.0,475.64,0.0,53.10,35.0,CHEMBL3621101
CHEMBL1829307,COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCCCCC3)nc2cc1OCCCN1CCCCC1,c1cc2c(NC3CCNCC3)nc(N3CCCCCC3)nc2cc1OCCCN1CCCCC1,31.0,nM,7.508638306165727,5.56,8.0,1.0,538.78,2.0,65.99,39.0,CHEMBL1828613
CHEMBL4452780,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1CCC1CCCCN1,c1cc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2cc1CCC1CCCCN1,32.0,nM,7.494850021680094,3.36,8.0,2.0,495.72,0.0,68.79,36.0,CHEMBL4346750
CHEMBL4863011,COc1cc2c(NC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(C)nc2cc1OCCCN1CCCC1,c1cnc(N2CCC(Nc3ccnc4cc(OCCCN5CCCC5)ccc34)CC2)nc1,34.0,nM,7.468521082957745,3.41,10.0,3.0,535.65,1.0,124.97,39.0,CHEMBL4834403
CHEMBL4872782,COc1cc2c(NCC3CCN(C4CCC(C(=O)NO)CC4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCC3CCN(C4CCCCC4)CC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,38.0,nM,7.42021640338319,5.86,9.0,3.0,619.81,2.0,112.33,45.0,CHEMBL4834403
CHEMBL4284108,CCCCCCOc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3nc(N4CCCNCC4)nc4ccccc34)CC2)cc1,39.0,nM,7.4089353929735005,5.82,8.0,1.0,560.79,2.0,65.99,41.0,CHEMBL4261502
CHEMBL4291978,CCCCCCOc1cc2nc(NCCCN(C)C)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3ncnc4ccccc34)CC2)cc1,39.0,nM,7.4089353929735005,6.04,8.0,2.0,548.78,2.0,74.78,40.0,CHEMBL4261502
CHEMBL2441082,COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCC(F)(F)CC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)nc(N3CCCCC3)nc2cc1OCCCN1CCCC1,40.0,nM,7.3979400086720375,5.02,8.0,1.0,546.71,2.0,65.99,39.0,CHEMBL2440019
CHEMBL4164497,COc1cc2c(NC3CCN(C)CC3)cc(-c3cccnc3)nc2cc1OCCCN1CCCC1,c1cncc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,40.0,nM,7.3979400086720375,4.68,7.0,1.0,475.64,0.0,62.75,35.0,CHEMBL4130634
CHEMBL4207331,COc1cc2c(NC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3C4CCC3CNC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,41.0,nM,7.3872161432802645,5.43,7.0,1.0,504.68,2.0,63.00,37.0,CHEMBL4190398
CHEMBL4162967,COc1cc2c(NC3CCN(C)CC3)cc(N3CCN(C)CC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)cc(N3CCNCC3)nc2cc1OCCCN1CCCC1,42.0,nM,7.376750709602099,3.37,8.0,1.0,496.70,0.0,56.34,36.0,CHEMBL4130634
CHEMBL4159597,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)s3)nc2cc1OCCCN1CCCC1,c1csc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,43.0,nM,7.366531544420413,5.65,7.0,1.0,494.71,1.0,49.86,35.0,CHEMBL4130634
CHEMBL4161915,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccn(C)n3)nc2cc1OCCCN1CCCC1,c1cc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)n[nH]1,44.0,nM,7.356547323513812,4.01,8.0,1.0,478.64,0.0,67.68,35.0,CHEMBL4130634
CHEMBL4856184,COc1cc2c(NCC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(CN2CCC(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,46.0,nM,7.337242168318426,6.12,9.0,3.0,627.79,2.0,112.33,46.0,CHEMBL4834403
CHEMBL4568910,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1C#CCN(C)C,c1ccc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2c1,47.0,nM,7.327902142064282,2.20,8.0,1.0,465.65,0.0,60.00,34.0,CHEMBL4346750
CHEMBL4854447,COc1cc2c(NC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(CN2CCC(Nc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,47.0,nM,7.327902142064282,5.87,9.0,3.0,613.76,2.0,112.33,45.0,CHEMBL4834403
CHEMBL4159955,CCNCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,48.0,nM,7.318758762624412,4.98,8.0,2.0,521.71,1.0,75.03,38.0,CHEMBL4130634
CHEMBL4285987,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(C4CCCCC4)CC3)c2cc1OC,c1ccc2c(NC3CCN(C4CCCCC4)CC3)nc(N3CCNCC3)nc2c1,49.0,nM,7.309803919971486,3.61,8.0,1.0,468.65,0.0,65.99,34.0,CHEMBL4261502
CHEMBL4175132,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccccc3C)nc2cc1OCCCN1CCCC1,c1ccc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)cc1,52.0,nM,7.2839966563652006,5.59,6.0,1.0,488.68,1.0,49.86,36.0,CHEMBL4130634
CHEMBL4278065,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(C4CCCCC4)CC3)c2cc1OC,c1ccc2c(NC3CCN(C4CCCCC4)CC3)nc(N3CCCNCC3)nc2c1,55.0,nM,7.259637310505756,4.00,8.0,1.0,482.67,0.0,65.99,35.0,CHEMBL4261502
CHEMBL4282606,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(C(C)C)CC3)c2cc1OC,c1ccc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2c1,55.0,nM,7.259637310505756,3.07,8.0,1.0,442.61,0.0,65.99,32.0,CHEMBL4261502
CHEMBL4850606,COc1cc2c(NCC3CCC(C(=O)NO)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCC3CCCCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,55.0,nM,7.259637310505756,5.40,8.0,3.0,536.67,2.0,109.09,39.0,CHEMBL4834403
CHEMBL4532743,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1C#CCN1CCCC1=O,O=C1CCCN1CC#Cc1ccc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2c1,61.0,nM,7.214670164989233,2.26,8.0,1.0,505.67,1.0,77.07,37.0,CHEMBL4346750
CHEMBL4208812,COc1cc2c(NC3CCC34CCN(C)CC4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCC34CCNCC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,63.0,nM,7.200659450546418,5.96,7.0,1.0,518.70,2.0,63.00,38.0,CHEMBL4190398
CHEMBL4212218,COc1cc2c(NC3CCC34CCN(C)C4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCC34CCNC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,76.0,nM,7.119186407719209,5.57,7.0,1.0,504.68,2.0,63.00,37.0,CHEMBL4190398
CHEMBL4282018,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(Cc4ccc(C)cc4)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3nc(N4CCNCC4)nc4ccccc34)CC2)cc1,78.0,nM,7.107905397309519,3.78,8.0,1.0,490.65,0.0,65.99,36.0,CHEMBL4261502
CHEMBL4747939,CNc1cc(C)nc(Nc2ccc(OC)c(C3=CCCNCC3)c2)n1,C1=C(c2cccc(Nc3ncccn3)c2)CCNCC1,83.3,nM,7.079354998593212,3.35,6.0,3.0,339.44,0.0,71.10,25.0,CHEMBL4725338
CHEMBL4066769,COc1cc2nc(N3CCOCC3)cc(NC3CCN(C)CC3)c2cc1OC,c1ccc2c(NC3CCNCC3)cc(N3CCOCC3)nc2c1,92.0,nM,7.036212172654444,2.59,7.0,1.0,386.50,0.0,59.09,28.0,CHEMBL4052719
CHEMBL4779949,CNc1cc(C)nc(Nc2ccc(OC)c(C3=CCN(C)CC3)c2)n1,C1=C(c2cccc(Nc3ncccn3)c2)CCNC1,92.9,nM,7.031984286006358,3.30,6.0,2.0,339.44,0.0,62.31,25.0,CHEMBL4725338
CHEMBL4203933,CCc1ccc(-c2cc(NC3CCC34CCN(C)CC4)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCC34CCNCC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,94.0,nM,7.026872146400302,6.22,7.0,1.0,532.73,2.0,63.00,39.0,CHEMBL4190398
CHEMBL1895209,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3nc(N4CCNCC4)nc4ccccc34)CC2)cc1,101.0,nM,6.995678626217357,3.48,8.0,1.0,476.63,0.0,65.99,35.0,CHEMBL3621101
CHEMBL4212375,CNC(=O)CCNc1cc(-c2ccc(C)o2)nc2cc(OCCCN3CCCC3)c(OC)cc12,c1coc(-c2ccc3ccc(OCCCN4CCCC4)cc3n2)c1,105.0,nM,6.978810700930062,4.22,7.0,2.0,466.58,0.0,88.86,34.0,CHEMBL4190398
CHEMBL1797937,COc1ccc(C(=O)Oc2ccc(CCn3c(NC(=O)c4ccc(C(F)(F)F)cc4)nc4cc(C(=O)O)ccc43)cc2)cc1,O=C(Nc1nc2ccccc2n1CCc1ccc(OC(=O)c2ccccc2)cc1)c1ccccc1,106.0,nM,6.97469413473523,6.48,7.0,2.0,603.55,2.0,119.75,44.0,CHEMBL1795291
CHEMBL4474688,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1C#CCCN,c1ccc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2c1,107.0,nM,6.97061622231479,1.99,8.0,2.0,451.62,0.0,82.78,33.0,CHEMBL4346750
CHEMBL1829302,COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCCC1,c1cc2c(NC3CCNCC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCCC1,110.0,nM,6.958607314841775,6.23,7.0,1.0,523.77,2.0,62.75,38.0,CHEMBL1828613
CHEMBL4088064,CCCCCCNc1cc(NC2CCN(C)CC2)c2cc(OC)c(OC)cc2n1,c1ccc2c(NC3CCNCC3)ccnc2c1,110.0,nM,6.958607314841775,4.75,6.0,2.0,400.57,0.0,58.65,29.0,CHEMBL4052719
CHEMBL4285447,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(Cc4ccc(F)cc4)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3nc(N4CCNCC4)nc4ccccc34)CC2)cc1,112.0,nM,6.950781977329818,3.61,8.0,1.0,494.62,0.0,65.99,36.0,CHEMBL4261502
CHEMBL4281773,CCCCCCOc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3nc(N4CCNCC4)nc4ccccc34)CC2)cc1,114.0,nM,6.943095148663527,5.43,8.0,1.0,546.76,2.0,65.99,40.0,CHEMBL4261502
CHEMBL4208522,COc1cc2c(NC(C)(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,115.0,nM,6.939302159646388,6.21,7.0,1.0,520.72,2.0,63.00,38.0,CHEMBL4190398
CHEMBL4293686,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(Cc4ccccc4F)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3nc(N4CCNCC4)nc4ccccc34)CC2)cc1,116.0,nM,6.935542010773082,3.61,8.0,1.0,494.62,0.0,65.99,36.0,CHEMBL4261502
CHEMBL4289892,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(Cc4cccc(C)c4)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3nc(N4CCNCC4)nc4ccccc34)CC2)cc1,116.0,nM,6.935542010773082,3.78,8.0,1.0,490.65,0.0,65.99,36.0,CHEMBL4261502
CHEMBL4279738,COc1cc2nc(N3CCC(OC)CC3)cc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3cc(N4CCCCC4)nc4ccccc34)CC2)cc1,119.0,nM,6.924453038607469,4.94,7.0,1.0,490.65,0.0,59.09,36.0,CHEMBL4261502
CHEMBL4465568,CCOc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCCC1,C1=Nc2cc(OCCCN3CCCC3)ccc2C12CCCC2,120.0,nM,6.920818753952375,3.76,5.0,1.0,357.50,0.0,60.08,26.0,CHEMBL4321817
CHEMBL4207526,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN(C)C)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccccc3n2)c1,123.0,nM,6.910094888560602,4.90,7.0,1.0,466.63,0.0,63.00,34.0,CHEMBL4190398
CHEMBL4284947,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(C(C)C)CC3)c2cc1OC,c1ccc2c(NC3CCNCC3)nc(N3CCNCC3)nc2c1,123.0,nM,6.910094888560602,2.68,8.0,1.0,428.58,0.0,65.99,31.0,CHEMBL4261502
CHEMBL1232432,COc1cc2nc(NCCCN(C)C)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3ncnc4ccccc34)CC2)cc1,123.0,nM,6.910094888560602,4.09,8.0,2.0,478.64,0.0,74.78,35.0,CHEMBL4261502
CHEMBL4286468,COc1cccc(CN2CCC(Nc3nc(N4CCN(C)CC4)nc4cc(OC)c(OC)cc34)CC2)c1,c1ccc(CN2CCC(Nc3nc(N4CCNCC4)nc4ccccc34)CC2)cc1,128.0,nM,6.892790030352131,3.48,9.0,1.0,506.65,1.0,75.22,37.0,CHEMBL4261502
CHEMBL4283093,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(Cc4cccc(F)c4)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3nc(N4CCNCC4)nc4ccccc34)CC2)cc1,132.0,nM,6.8794260687941495,3.61,8.0,1.0,494.62,0.0,65.99,36.0,CHEMBL4261502
CHEMBL4171275,COc1cc(NC2CCN(C)CC2)c2cc(OC)c(OCCCN3CCCC3)cc2n1,c1cc(NC2CCNCC2)c2ccc(OCCCN3CCCC3)cc2n1,136.0,nM,6.866461091629782,3.62,7.0,1.0,428.58,0.0,59.09,31.0,CHEMBL4130634
CHEMBL4162957,COc1cc2c(NC3CCN(C)CC3)cc(-c3cc[nH]c(=O)c3)nc2cc1OCCCN1CCCC1,O=c1cc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)cc[nH]1,142.0,nM,6.847711655616944,3.97,7.0,2.0,491.64,0.0,82.72,36.0,CHEMBL4130634
CHEMBL4438513,CCN1CCC(c2cc3nc(N4CCCN(C)CC4)nc(NC4CCN(C)CC4)c3cc2OC)CC1,c1cc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2cc1C1CCNCC1,142.0,nM,6.847711655616944,3.49,8.0,1.0,495.72,0.0,60.00,36.0,CHEMBL4346750
CHEMBL4757236,CNc1cc(C)nc(Nc2ccc(OC)c(C3=CCN(C4CCC4)CCC3)c2)n1,C1=C(c2cccc(Nc3ncccn3)c2)CCCN(C2CCC2)C1,145.0,nM,6.838631997765026,4.61,6.0,2.0,393.54,0.0,62.31,29.0,CHEMBL4725338
CHEMBL4217332,COc1cc2c(NC3CCN(C)C(=O)C3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,O=C1CC(Nc2cc(-c3ccco3)nc3cc(OCCCN4CCCC4)ccc23)CCN1,146.0,nM,6.835647144215563,4.71,7.0,1.0,492.62,0.0,80.07,36.0,CHEMBL4190398
CHEMBL4167876,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(CN(C)C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,148.0,nM,6.8297382846050425,4.94,8.0,1.0,521.71,1.0,66.24,38.0,CHEMBL4130634
CHEMBL3109633,COc1cc2c(cc1OCCC1CCCN1C)N=C(N)C21CCC1,C1=Nc2cc(OCCC3CCCN3)ccc2C12CCC2,150.0,nM,6.823908740944319,2.98,5.0,1.0,329.44,0.0,60.08,24.0,CHEMBL3108684
